13.5,-20.5
-76.5,-53.5
22.5,70.5
70.5,-37.5
15.5,-97.5
-68.5,26.5
-46.5,65.5
-41.5,-48.5
1.5,-39.5
-91.5,-34.5
-13.5,95.5
-31.5,-31.5
-28.5,-21.5
33.5,-46.5
16.5,25.5
12.5,14.5
-86.5,11.5
-44.5,-11.5
-30.5,47.5
-44.5,-20.5
-22.5,-7.5
-97.5,-30.5
-36.5,-51.5
66.5,31.5
-27.5,10.5
-18.5,15.5
15.5,19.5
-9.5,53.5
56.5,-75.5
35.5,-14.5
-65.5,20.5
-60.5,56.5
-63.5,-85.5
6.5,27.5
13.5,2.5
-17.5,19.5
35.5,28.5
9.5,34.5
27.5,-85.5
-1.5,7.5
-63.5,50.5
17.5,-37.5
71.5,-14.5
-37.5,6.5
8.5,-6.5
47.5,-38.5
-6.5,25.5
45.5,54.5
-12.5,-39.5
61.5,-58.5
28.5,32.5
3.5,-33.5
20.5,-2.5
52.5,-80.5
-18.5,-67.5
-14.5,-32.5
46.5,-63.5
-1.5,-2.5
92.5,29.5
33.5,-86.5
-67.5,87.5
-87.5,-1.5
0.5,-39.5
96.5,8.5
-55.5,-60.5
65.5,48.5
-0.5,-17.5
1.5,17.5
58.5,5.5
29.5,-39.5
93.5,-35.5
-19.5,-64.5
23.5,-19.5
-0.5,15.5
-21.5,58.5
-12.5,50.5
-45.5,-25.5
31.5,11.5
80.5,-74.5
51.5,88.5
38.5,36.5
10.5,34.5
-42.5,-14.5
-12.5,59.5
86.5,-39.5
-7.5,-56.5
24.5,-78.5
15.5,15.5
33.5,30.5
-28.5,55.5
-97.5,-7.5
18.5,-40.5
-23.5,18.5
-2.5,32.5
18.5,-66.5
79.5,-26.5
-53.5,26.5
-10.5,-9.5
38.5,-70.5
46.5,73.5
23.5,-79.5
-16.5,23.5
-18.5,41.5
-89.5,-9.5
-99.5,44.5
29.5,-28.5
-68.5,-82.5
85.5,-40.5
89.5,-42.5
-10.5,-42.5
-19.5,56.5
14.5,-54.5
10.5,-99.5
32.5,-53.5
-12.5,25.5
-11.5,-19.5
3.5,-7.5
31.5,-9.5
82.5,12.5
-67.5,-82.5
35.5,35.5
46.5,-44.5
-14.5,-52.5
4.5,26.5
-29.5,45.5
7.5,-60.5
-22.5,17.5
69.5,55.5
-29.5,-40.5
-4.5,34.5
4.5,22.5
-32.5,-43.5
-33.5,46.5
32.5,6.5
45.5,-95.5
55.5,34.5
97.5,47.5
-0.5,51.5
21.5,32.5
-5.5,-27.5
20.5,21.5
39.5,23.5
11.5,-33.5
-4.5,75.5
46.5,-96.5
-7.5,-30.5
-36.5,10.5
34.5,18.5
52.5,-18.5
27.5,26.5
0.5,90.5
-6.5,-26.5
25.5,23.5
-69.5,5.5
-9.5,18.5
7.5,59.5
86.5,-7.5
-16.5,-79.5
-18.5,17.5
