-68.5,-70.5
-27.5,-9.5
8.5,49.5
-11.5,-43.5
-25.5,-72.5
-26.5,41.5
0.5,-0.5
-43.5,-5.5
5.5,-2.5
-43.5,-5.5
-29.5,22.5
-29.5,9.5
-5.5,6.5
14.5,-53.5
55.5,23.5
3.5,14.5
-80.5,44.5
-5.5,-26.5
-0.5,-0.5
-27.5,-44.5
0.5,23.5
-85.5,-1.5
-0.5,9.5
-1.5,23.5
-35.5,39.5
-0.5,-2.5
-43.5,30.5
-1.5,16.5
38.5,-11.5
56.5,-8.5
3.5,12.5
-43.5,-5.5
-26.5,-45.5
-23.5,-10.5
28.5,-10.5
-2.5,30.5
17.5,18.5
7.5,-5.5
47.5,-62.5
0.5,-58.5
-68.5,42.5
35.5,-19.5
22.5,-26.5
15.5,-20.5
-17.5,-32.5
-22.5,5.5
28.5,23.5
-32.5,29.5
-2.5,-20.5
35.5,17.5
-34.5,28.5
21.5,-9.5
-41.5,-26.5
-12.5,-45.5
-23.5,-48.5
15.5,6.5
15.5,-37.5
11.5,-30.5
36.5,-27.5
-20.5,-45.5
-47.5,31.5
-40.5,-2.5
2.5,-30.5
38.5,-35.5
-4.5,-23.5
23.5,-31.5
-39.5,-27.5
-29.5,-44.5
20.5,-18.5
50.5,36.5
14.5,-12.5
-5.5,-9.5
22.5,37.5
36.5,22.5
-30.5,7.5
-9.5,-3.5
11.5,2.5
18.5,-1.5
44.5,-54.5
47.5,10.5
1.5,41.5
-18.5,28.5
-16.5,16.5
-11.5,19.5
51.5,-33.5
-41.5,-35.5
2.5,-10.5
20.5,-8.5
28.5,-9.5
-8.5,22.5
-20.5,-17.5
52.5,-46.5
-33.5,-12.5
-1.5,6.5
-6.5,-39.5
7.5,-15.5
-43.5,-16.5
-1.5,-13.5
59.5,-9.5
4.5,24.5
0.5,-38.5
8.5,10.5
-1.5,-40.5
-40.5,-15.5
-19.5,12.5
25.5,13.5
-57.5,-99.5
-5.5,36.5
-5.5,34.5
-3.5,-14.5
-21.5,48.5
52.5,-37.5
28.5,19.5
24.5,23.5
25.5,6.5
