-0.5,-32.5
-84.5,-57.5
16.5,34.5
90.5,-60.5
13.5,-48.5
-22.5,40.5
-31.5,52.5
27.5,-28.5
16.5,-64.5
-81.5,-56.5
-28.5,99.5
4.5,-34.5
12.5,-20.5
0.5,-14.5
24.5,40.5
-63.5,9.5
-63.5,12.5
-55.5,32.5
-0.5,20.5
-34.5,-26.5
-19.5,-46.5
-76.5,-27.5
0.5,-20.5
51.5,23.5
-4.5,15.5
-6.5,27.5
1.5,58.5
-27.5,14.5
71.5,-75.5
17.5,-42.5
-49.5,-31.5
-95.5,40.5
-53.5,-93.5
-30.5,20.5
2.5,-6.5
-12.5,0.5
54.5,3.5
-51.5,56.5
14.5,-89.5
-11.5,19.5
-39.5,91.5
47.5,-23.5
16.5,-7.5
-5.5,18.5
-11.5,1.5
78.5,-10.5
-1.5,-35.5
15.5,8.5
-40.5,-91.5
46.5,-67.5
34.5,29.5
3.5,-15.5
15.5,-15.5
87.5,-87.5
6.5,-63.5
2.5,-18.5
76.5,-26.5
-57.5,0.5
81.5,29.5
58.5,-95.5
-41.5,48.5
-84.5,40.5
-22.5,3.5
99.5,-37.5
-78.5,-52.5
44.5,79.5
-6.5,-32.5
23.5,10.5
83.5,34.5
74.5,-75.5
64.5,-35.5
8.5,-35.5
-13.5,-40.5
8.5,43.5
-0.5,83.5
-56.5,67.5
-30.5,-4.5
-3.5,97.5
54.5,-38.5
85.5,50.5
43.5,37.5
-48.5,26.5
-82.5,-57.5
17.5,87.5
60.5,-34.5
-33.5,-44.5
-0.5,-56.5
31.5,-6.5
33.5,70.5
-21.5,53.5
-56.5,-22.5
-22.5,-47.5
-33.5,-2.5
45.5,19.5
25.5,-95.5
63.5,-30.5
-20.5,-4.5
0.5,3.5
9.5,-44.5
40.5,26.5
11.5,-72.5
4.5,-34.5
-39.5,68.5
-62.5,-19.5
-88.5,7.5
60.5,-46.5
-77.5,-79.5
81.5,-51.5
68.5,-37.5
-11.5,-7.5
-17.5,51.5
16.5,-93.5
-27.5,-74.5
76.5,-5.5
6.5,86.5
-59.5,-72.5
58.5,-17.5
44.5,-32.5
98.5,-12.5
-42.5,-66.5
-3.5,3.5
44.5,-55.5
-40.5,-59.5
14.5,48.5
-98.5,53.5
21.5,-69.5
-22.5,19.5
60.5,76.5
8.5,-28.5
24.5,-5.5
-15.5,24.5
-64.5,-55.5
-12.5,17.5
76.5,12.5
54.5,-79.5
60.5,7.5
55.5,-20.5
-54.5,-0.5
-31.5,70.5
-33.5,-35.5
-26.5,-2.5
23.5,13.5
35.5,-18.5
82.5,61.5
69.5,-93.5
21.5,-58.5
-76.5,31.5
58.5,11.5
92.5,-88.5
26.5,37.5
16.5,26.5
3.5,-43.5
23.5,47.5
-60.5,-55.5
-69.5,3.5
54.5,39.5
72.5,-33.5
-44.5,-88.5
-26.5,38.5
74.5,49.5
-5.5,31.5
65.5,-20.5
16.5,31.5
30.5,37.5
-68.5,38.5
-57.5,-93.5
-5.5,88.5
49.5,84.5
-58.5,37.5
-47.5,-71.5
43.5,-41.5
-72.5,-2.5
-95.5,-64.5
16.5,71.5
-49.5,-5.5
83.5,65.5
-72.5,-99.5
72.5,-18.5
88.5,-8.5
9.5,-20.5
38.5,-54.5
-87.5,23.5
4.5,48.5
-2.5,-35.5
36.5,-9.5
-79.5,27.5
70.5,23.5
9.5,18.5
79.5,47.5
39.5,44.5
9.5,45.5
4.5,-92.5
94.5,-14.5
-5.5,-97.5
-21.5,24.5
-2.5,-19.5
-10.5,-20.5
25.5,78.5
-94.5,55.5
-30.5,22.5
-72.5,82.5
-50.5,13.5
30.5,63.5
-78.5,10.5
-38.5,-71.5
17.5,-99.5
-20.5,1.5
-12.5,-1.5
-1.5,50.5
-12.5,98.5
4.5,-67.5
4.5,78.5
85.5,3.5
28.5,38.5
-31.5,22.5
21.5,7.5
-78.5,68.5
55.5,-81.5
-0.5,14.5
-11.5,16.5
40.5,-87.5
-13.5,-51.5
-10.5,39.5
15.5,33.5
-34.5,-3.5
-39.5,24.5
77.5,11.5
-4.5,-38.5
36.5,9.5
56.5,38.5
84.5,-34.5
-49.5,26.5
30.5,-7.5
70.5,90.5
-18.5,40.5
-37.5,-2.5
-3.5,18.5
21.5,5.5
13.5,-52.5
-4.5,1.5
-1.5,-70.5
-8.5,11.5
47.5,17.5
25.5,-83.5
62.5,51.5
9.5,64.5
93.5,-41.5
-1.5,3.5
16.5,61.5
25.5,-61.5
16.5,19.5
98.5,90.5
-13.5,-24.5
10.5,77.5
73.5,84.5
-66.5,36.5
-39.5,70.5
-10.5,5.5
-10.5,-73.5
-96.5,-32.5
98.5,-32.5
43.5,53.5
-72.5,-14.5
22.5,75.5
1.5,-85.5
-60.5,45.5
6.5,84.5
-29.5,62.5
-25.5,-15.5
50.5,-68.5
32.5,9.5
-56.5,-65.5
-61.5,-15.5
96.5,21.5
-59.5,-72.5
45.5,9.5
18.5,-13.5
-85.5,14.5
57.5,-66.5
-23.5,52.5
-7.5,-3.5
-20.5,22.5
30.5,84.5
-37.5,52.5
-31.5,7.5
-5.5,-8.5
-40.5,15.5
71.5,45.5
-50.5,-0.5
83.5,-40.5
-2.5,-19.5
78.5,14.5
-39.5,67.5
-11.5,9.5
-54.5,55.5
-53.5,1.5
11.5,-67.5
79.5,-65.5
71.5,53.5
-20.5,94.5
-90.5,-27.5
-91.5,61.5
-54.5,-3.5
-51.5,49.5
50.5,4.5
53.5,74.5
11.5,-96.5
-48.5,-38.5
-7.5,-26.5
6.5,23.5
-52.5,11.5
4.5,46.5
18.5,89.5
18.5,-19.5
38.5,22.5
43.5,-67.5
-58.5,84.5
9.5,66.5
-25.5,-68.5
28.5,-28.5
91.5,18.5
68.5,-55.5
-10.5,93.5
-40.5,-58.5
21.5,-47.5
-86.5,-50.5
57.5,-33.5
85.5,-91.5
-27.5,-49.5
62.5,19.5
-8.5,-91.5
79.5,62.5
10.5,12.5
85.5,-44.5
10.5,19.5
17.5,-86.5
-11.5,11.5
-75.5,64.5
76.5,-49.5
-41.5,21.5
-23.5,-13.5
-51.5,10.5
-49.5,81.5
-29.5,13.5
46.5,33.5
35.5,-95.5
-74.5,-11.5
59.5,45.5
-42.5,42.5
73.5,45.5
19.5,-15.5
82.5,48.5
15.5,-47.5
78.5,19.5
24.5,64.5
68.5,-46.5
13.5,32.5
-30.5,-9.5
38.5,-16.5
42.5,-84.5
-95.5,-2.5
11.5,-14.5
29.5,24.5
-64.5,-80.5
-58.5,51.5
57.5,-52.5
-3.5,-52.5
-41.5,-51.5
63.5,30.5
-31.5,-19.5
-22.5,-18.5
57.5,-80.5
24.5,60.5
35.5,42.5
-28.5,-54.5
51.5,-70.5
91.5,68.5
32.5,49.5
30.5,24.5
24.5,43.5
3.5,-9.5
5.5,4.5
-92.5,-64.5
-34.5,12.5
-97.5,-48.5
-27.5,93.5
13.5,77.5
41.5,99.5
35.5,71.5
-26.5,-13.5
-10.5,15.5
-14.5,-95.5
6.5,-71.5
45.5,-35.5
80.5,19.5
-66.5,-7.5
-31.5,85.5
97.5,-95.5
14.5,-10.5
-7.5,-5.5
